rank of the week,name,weekly sales,total sales,week after release
53,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,27
54,"Hidden Agenda (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,23
55,"NBA 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,29
56,"WWE 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,24
57,"Overwatch (PS4)Activision, Shooter",Pro,N/A,97
58,"Knowledge is Power (PS4)Sony Interactive Entertainment, Party",Pro,N/A,23
59,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter",Pro,N/A,74
60,"Forza Motorsport 7 (XOne)Microsoft Studios, Racing",Pro,N/A,27
61,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,106
62,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,176
63,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure",Pro,N/A,8
64,"Attack on Titan 2 (NS)Tecmo Koei, Action",Pro,N/A,3
65,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,331
66,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,77
67,"Bayonetta 2 (NS)Nintendo, Action",Pro,N/A,7
68,"NHL 18 (PS4)Electronic Arts, Sports",Pro,N/A,29
69,"Kingdom Come: Deliverance (PS4)Deep Silver, Role-Playing",Pro,N/A,7
70,"Monster Hunter: World (XOne)Capcom, Action",Pro,N/A,10
71,"The Sims 4 (XOne)Electronic Arts, Simulation",Pro,N/A,20
72,"Rocket League (PS4)505 Games, Sports",Pro,N/A,93
73,"South Park: The Fractured But Whole (PS4)Ubisoft, Role-Playing",Pro,N/A,24
74,"The Alliance Alive (3DS)Atlus, Role-Playing",Pro,N/A,41
75,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,122
1,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing","288,556","288,556",1
2,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure","251,610","251,610",1
3,"Kirby (NS)Nintendo, Platform","222,561","735,871",2
4,"Great Detective Pikachu (3DS)Nintendo, Adventure","105,622","105,622",1
5,"A Way Out (PS4)Electronic Arts, Action","105,009","105,009",1
6,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","91,462","7,665,077",48
7,"Splatoon 2 (NS)Nintendo, Shooter","70,808","4,939,314",36
8,"Super Mario Odyssey (NS)Nintendo, Platform","69,394","8,901,160",22
9,"FIFA 18 (PS4)Electronic Arts, Sports","60,828","10,869,228",26
10,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","55,143","6,958,219",56
11,"Valkyria Chronicles 4 (PS4)Sega, Role-Playing","54,137","54,137",-26
12,"Monster Hunter: World (PS4)Capcom, Action","52,401","3,918,368",9
13,"Assassin's Creed Rogue Remastered (PS4)Ubisoft, Action-Adventure","48,234","48,234",1
14,"Attack on Titan 2 (PS4)Tecmo Koei, Action","45,572","74,488",2
15,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","44,217","17,799,238",175
16,"A Way Out (XOne)Electronic Arts, Action","42,659","42,659",1
17,"Call of Duty: WWII (PS4)Activision, Shooter","38,169","12,586,766",21
18,"Burnout Paradise Remastered (PS4)Electronic Arts, Racing","35,805","116,383",2
19,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","33,352","5,956,241",19
20,"Attack on Titan 2 (NS)Tecmo Koei, Action","31,790","56,730",2
21,"EA Sports UFC 3 (PS4)Electronic Arts, Sports","29,574","478,351",8
22,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","27,434","1,351,858",15
23,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy","26,533","1,820,330",30
24,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","24,708","3,748,058",121
25,"Need for Speed: Payback (PS4)Electronic Arts, Racing","24,208","1,663,760",20
26,"Hyrule Warriors (NS)Nintendo, Action","23,876","23,876",1
27,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting","23,635","1,020,739",9
28,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform","22,579","3,977,120",39
29,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","21,850","3,815,161",19
30,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing","21,360","3,117,120",23
31,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,21
32,"NBA 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,28
33,"Assassin's Creed Origins (PS4)Ubisoft, Action",Pro,N/A,22
34,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,27
35,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,175
36,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,124
37,"Prey (2017) (PS4)Bethesda Softworks, Shooter",Pro,N/A,47
38,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,26
39,"Hidden Agenda (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,22
40,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,19
41,"Bayonetta 2 (NS)Nintendo, Action",Pro,N/A,6
42,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,56
43,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,78
44,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure",Pro,N/A,7
45,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,56
46,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,22
47,"Attack on Titan 2 (XOne)Tecmo Koei, Action",Pro,N/A,1
48,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,182
49,"Devil May Cry HD Collection (PS4)Capcom, Action",Pro,N/A,2
50,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,149
51,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,26
52,"South Park: The Fractured But Whole (PS4)Ubisoft, Role-Playing",Pro,N/A,23
53,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,105
54,"R.B.I. Baseball 18 (XOne)MLB Advanced Media, Sports",Pro,N/A,1
55,"Knowledge is Power (PS4)Sony Interactive Entertainment, Party",Pro,N/A,22
56,"WWE 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,23
57,"The Sims 4 (PS4)Electronic Arts, Simulation",Pro,N/A,19
58,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,330
59,"Monster Hunter: World (XOne)Capcom, Action",Pro,N/A,9
60,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter",Pro,N/A,73
61,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,175
62,"PriPara All Idol Perfect Stage! (NS), Misc",Pro,N/A,1
63,"Assassin's Creed Rogue Remastered (XOne)Ubisoft, Action-Adventure",Pro,N/A,1
64,"R.B.I. Baseball 18 (NS)MLB Advanced Media, Sports",Pro,N/A,1
65,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,121
66,"Kingdom Come: Deliverance (PS4)Deep Silver, Role-Playing",Pro,N/A,6
67,"Titanfall 2 (PS4)Electronic Arts, Shooter",Pro,N/A,74
68,"Rise of the Tomb Raider (PS4)Square Enix, Adventure",Pro,N/A,76
69,"Overwatch (PS4)Activision, Shooter",Pro,N/A,96
70,"EA Sports UFC 3 (XOne)Electronic Arts, Sports",Pro,N/A,8
71,"Bravo Team VR (PS4)Sony Interactive Entertainment, Shooter",Pro,N/A,3
72,"Pillars of Eternity (PS4)Paradox Interactive , Role-Playing",Pro,N/A,30
73,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,57
74,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,69
75,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,61
1,"Kirby (NS)Nintendo, Platform","513,310","513,310",1
2,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","91,804","7,573,615",47
3,"Burnout Paradise Remastered (PS4)Electronic Arts, Racing","80,578","80,578",1
4,"Super Mario Odyssey (NS)Nintendo, Platform","68,197","8,831,766",21
5,"Splatoon 2 (NS)Nintendo, Shooter","66,784","4,868,506",35
6,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","58,623","6,903,076",55
7,"Monster Hunter: World (PS4)Capcom, Action","56,849","3,865,967",8
8,"Devil May Cry HD Collection (PS4)Capcom, Action","43,957","43,957",1
9,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","40,579","17,755,021",174
10,"FIFA 18 (PS4)Electronic Arts, Sports","39,098","10,808,400",25
11,"Call of Duty: WWII (PS4)Activision, Shooter","38,166","12,548,597",20
12,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","31,840","5,922,889",18
13,"Attack on Titan 2 (PS4)Tecmo Koei, Action","28,916","28,916",1
14,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","26,326","3,723,350",120
15,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy","25,125","1,793,797",29
16,"Attack on Titan 2 (NS)Tecmo Koei, Action","24,940","24,940",1
17,"EA Sports UFC 3 (PS4)Electronic Arts, Sports","24,250","448,777",7
18,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","24,140","1,324,424",14
19,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting","22,948","997,104",8
20,"NBA 2K18 (PS4)Take-Two Interactive, Sports","22,933","2,990,406",27
21,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform","22,332","3,954,541",38
22,"Burnout Paradise Remastered (XOne)Electronic Arts, Racing","22,226","22,226",1
23,"Hokuto ga Gotoku (PS4)Sega, Action","21,787","148,570",2
24,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","21,463","3,793,311",18
25,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure","20,477","677,964",6
26,"Call of Duty: WWII (XOne)Activision, Shooter","20,347","5,855,263",20
27,"Assassin's Creed Origins (PS4)Ubisoft, Action","18,899","3,482,415",21
28,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","18,098","7,780,723",174
29,"Resident Evil VII: Biohazard (PS4)Capcom, Action","17,942","2,738,749",60
30,"Bayonetta 2 (NS)Nintendo, Action","17,680","305,517",5
31,"Bravo Team VR (PS4)Sony Interactive Entertainment, Shooter",Pro,N/A,2
32,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,26
33,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,22
34,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,19
35,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,55
36,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,123
37,"Kingdom Come: Deliverance (PS4)Deep Silver, Role-Playing",Pro,N/A,5
38,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,18
39,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,181
40,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,55
41,"Arms (NS)Nintendo, Fighting",Pro,N/A,40
42,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,28
43,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,77
44,"Pure Farming 2018 (PS4)Techland, Simulation",Pro,N/A,1
45,"Attack on Titan 2 (PSV)Tecmo Koei, Action",Pro,N/A,1
46,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,27
47,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,56
48,"Pure Farming 2018 (XOne)Techland, Simulation",Pro,N/A,1
49,"Madden NFL 18 (PS4)Electronic Arts, Sports",Pro,N/A,30
50,"Monster Hunter: World (XOne)Capcom, Action",Pro,N/A,8
51,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,25
52,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter",Pro,N/A,72
53,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,120
54,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,75
55,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,174
56,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,68
57,"Titanfall 2 (PS4)Electronic Arts, Shooter",Pro,N/A,73
58,"Prey (2017) (PS4)Bethesda Softworks, Shooter",Pro,N/A,46
59,"The Sims 4 (PS4)Electronic Arts, Simulation",Pro,N/A,18
60,"Secret of Mana (PS4)Square Enix, Role-Playing",Pro,N/A,5
61,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,329
62,"Life Is Strange: Before the Storm (PS4)Square Enix, Adventure",Pro,N/A,2
63,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,25
64,"Injustice 2 (PS4)Warner Bros. Interactive Entertainment, Fighting",Pro,N/A,44
65,"Dragon Quest Builders: Revive Alefgard (NS)Square Enix, Role-Playing",Pro,N/A,6
66,"Xenoblade Chronicles 2 (NS)Nintendo, Role-Playing",Pro,N/A,16
67,"WWE 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,22
68,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,21
69,"Middle-Earth: Shadow of War (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,23
70,"Rocket League (PS4)505 Games, Sports",Pro,N/A,91
71,"Rise of the Tomb Raider (PS4)Square Enix, Adventure",Pro,N/A,75
72,"LEGO Marvel Super Heroes 2 (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,18
73,"Dragon Ball Fighter Z (XOne)Namco Bandai Games, Fighting",Pro,N/A,8
74,"EA Sports UFC 3 (XOne)Electronic Arts, Sports",Pro,N/A,7
75,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,190
1,"Hokuto ga Gotoku (PS4)Sega, Action","126,783","126,783",1
2,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","94,524","7,481,811",46
3,"Monster Hunter: World (PS4)Capcom, Action","80,187","3,809,118",7
4,"Super Mario Odyssey (NS)Nintendo, Platform","78,483","8,763,569",20
5,"Bravo Team VR (PS4)Sony Interactive Entertainment, Shooter","76,692","76,692",1
6,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","63,294","6,844,453",54
7,"Splatoon 2 (NS)Nintendo, Shooter","59,530","4,801,722",34
8,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","58,702","17,714,442",173
9,"Call of Duty: WWII (PS4)Activision, Shooter","47,906","12,510,431",19
10,"FIFA 18 (PS4)Electronic Arts, Sports","46,115","10,769,302",24
11,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","38,223","5,891,049",17
12,"TT Isle of Man: Ride on the Edge (PS4)Big Ben Interactive, Racing","37,983","37,983",1
13,"Assassin's Creed Origins (PS4)Ubisoft, Action","31,204","3,463,516",20
14,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting","30,572","974,156",7
15,"Resident Evil VII: Biohazard (PS4)Capcom, Action","29,100","2,720,807",59
16,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure","28,413","657,487",5
17,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy","28,284","1,768,672",28
18,"Life Is Strange: Before the Storm (PS4)Square Enix, Adventure","28,212","28,212",1
19,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform","28,023","3,932,209",37
20,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","26,911","1,300,284",13
21,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","26,842","3,697,024",119
22,"Call of Duty: WWII (XOne)Activision, Shooter","25,668","5,834,916",19
23,"NBA 2K18 (PS4)Take-Two Interactive, Sports","25,454","2,967,473",26
24,"Bayonetta 2 (NS)Nintendo, Action","23,848","287,837",4
25,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","23,566","3,771,848",17
26,"EA Sports UFC 3 (PS4)Electronic Arts, Sports","23,250","424,527",6
27,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","22,164","7,762,625",173
28,"Final Fantasy XV (PS4)Square Enix, Role-Playing","21,843","4,835,103",67
29,"Need for Speed: Payback (PS4)Electronic Arts, Racing","20,832","1,623,010",18
30,"Kingdom Come: Deliverance (PS4)Deep Silver, Role-Playing","19,107","313,435",4
31,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,54
32,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,25
33,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,76
34,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,20
35,"Monster Hunter: World (XOne)Capcom, Action",Pro,N/A,7
36,"Madden NFL 18 (PS4)Electronic Arts, Sports",Pro,N/A,29
37,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,27
38,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,17
39,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,54
40,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,26
41,"Metal Gear Survive (PS4)Konami Digital Entertainment, Action",Pro,N/A,3
42,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,24
43,"Dragon Quest Builders: Revive Alefgard (NS)Square Enix, Role-Playing",Pro,N/A,5
44,"Secret of Mana (PS4)Square Enix, Role-Playing",Pro,N/A,4
45,"The Sims 4 (PS4)Electronic Arts, Simulation",Pro,N/A,17
46,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,122
47,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,173
48,"Arms (NS)Nintendo, Fighting",Pro,N/A,39
49,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,55
50,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,21
51,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,180
52,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,74
53,"Dragon Ball: Xenoverse 2 (PS4)Namco Bandai Games, Action",Pro,N/A,72
54,"The Elder Scrolls V: Skyrim PSVR (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,17
55,"TT Isle of Man: Ride on the Edge (XOne)Big Ben Interactive, Racing",Pro,N/A,1
56,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,119
57,"Marvel vs. Capcom: Infinite (PS4)Capcom, Fighting",Pro,N/A,25
58,"Scribblenauts: Showdown (NS)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,1
59,"The Legend of Heroes: Sen no Kiseki: Kai -Thors Military Academy 1204- (PS4)Nihon Falcom Corporation, Role-Playing",Pro,N/A,1
60,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,72
61,"Titanfall 2 (PS4)Electronic Arts, Shooter",Pro,N/A,72
62,"Injustice 2 (PS4)Warner Bros. Interactive Entertainment, Fighting",Pro,N/A,43
63,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter",Pro,N/A,71
64,"Tekken 7 (PS4)Namco Bandai Games, Fighting",Pro,N/A,41
65,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,24
66,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,328
67,"Prey (2017) (PS4)Bethesda Softworks, Shooter",Pro,N/A,45
68,"Life Is Strange: Before the Storm (XOne)Square Enix, Adventure",Pro,N/A,1
69,"Middle-Earth: Shadow of War (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,22
70,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,27
71,"Dragon Ball Fighter Z (XOne)Namco Bandai Games, Fighting",Pro,N/A,7
72,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,53
73,"Dissidia Final Fantasy NT (PS4)Square Enix, Fighting",Pro,N/A,9
74,"Hidden Agenda (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,20
75,"Rocket League (PS4)505 Games, Sports",Pro,N/A,90
1,"Monster Hunter: World (PS4)Capcom, Action","105,216","3,728,931",6
2,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","102,955","7,387,287",45
3,"Super Mario Odyssey (NS)Nintendo, Platform","88,112","8,685,086",19
4,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","75,638","6,781,159",53
5,"FIFA 18 (PS4)Electronic Arts, Sports","60,776","10,723,187",23
6,"Call of Duty: WWII (PS4)Activision, Shooter","59,140","12,462,525",18
7,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","56,498","17,655,740",172
8,"Splatoon 2 (NS)Nintendo, Shooter","53,565","4,742,192",33
9,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","44,642","5,852,826",16
10,"Dragon Quest Builders: Revive Alefgard (NS)Square Enix, Role-Playing","40,335","104,280",4
11,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting","35,423","943,584",6
12,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform","33,071","3,904,186",36
13,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure","32,896","629,074",4
14,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","29,244","1,273,373",12
15,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy","29,094","1,740,388",27
16,"Metal Gear Survive (PS4)Konami Digital Entertainment, Action","28,640","112,591",2
17,"Assassin's Creed Origins (PS4)Ubisoft, Action","28,501","3,432,312",19
18,"Kingdom Come: Deliverance (PS4)Deep Silver, Role-Playing","28,270","294,328",3
19,"Call of Duty: WWII (XOne)Activision, Shooter","27,472","5,809,248",18
20,"EA Sports UFC 3 (PS4)Electronic Arts, Sports","27,423","401,277",5
21,"Bayonetta 2 (NS)Nintendo, Action","27,339","263,989",3
22,"NBA 2K18 (PS4)Take-Two Interactive, Sports","26,810","2,942,019",25
23,"Payday 2 (NS)505 Games, Shooter","26,467","34,575",2
24,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","26,153","3,670,182",118
25,"Resident Evil VII: Biohazard (PS4)Capcom, Action","26,081","2,691,707",58
26,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","25,884","3,748,282",16
27,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","22,931","7,740,461",172
28,"Need for Speed: Payback (PS4)Electronic Arts, Racing","21,768","1,602,178",17
29,"Monster Hunter: World (XOne)Capcom, Action","21,551","585,903",6
30,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","21,328","4,735,162",53
31,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,19
32,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,24
33,"Madden NFL 18 (PS4)Electronic Arts, Sports",Pro,N/A,28
34,"Secret of Mana (PS4)Square Enix, Role-Playing",Pro,N/A,3
35,"The Sims 4 (PS4)Electronic Arts, Simulation",Pro,N/A,16
36,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,75
37,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,172
38,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,23
39,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,53
40,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,16
41,"Sword Art Online: Fatal Bullet (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,4
42,"Arms (NS)Nintendo, Fighting",Pro,N/A,38
43,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,179
44,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,71
45,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,26
46,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,25
47,"Marvel vs. Capcom: Infinite (PS4)Capcom, Fighting",Pro,N/A,24
48,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,54
49,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,121
50,"Dynasty Warriors 9 (PS4)Tecmo Koei, Action",Pro,N/A,4
51,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,118
52,"Dissidia Final Fantasy NT (PS4)Square Enix, Fighting",Pro,N/A,8
53,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,20
54,"Titanfall 2 (PS4)Electronic Arts, Shooter",Pro,N/A,71
55,"The Elder Scrolls V: Skyrim PSVR (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,16
56,"EA Sports UFC 3 (XOne)Electronic Arts, Sports",Pro,N/A,5
57,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter",Pro,N/A,70
58,"Gravel (PS4)Milestone S.r.l., Racing",Pro,N/A,1
59,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,66
60,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,23
61,"Madden NFL 18 (XOne)Electronic Arts, Sports",Pro,N/A,28
62,"NHL 18 (PS4)Electronic Arts, Sports",Pro,N/A,25
63,"DOOM VFR (PS4)Bethesda Softworks, Shooter",Pro,N/A,14
64,"Dragon Ball Fighter Z (XOne)Namco Bandai Games, Fighting",Pro,N/A,6
65,"Middle-Earth: Shadow of War (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,21
66,"Middle-Earth: Shadow of War (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,21
67,"Star Wars Battlefront II (2017) (XOne)Electronic Arts, Shooter",Pro,N/A,16
68,"The Sims 4 (XOne)Electronic Arts, Simulation",Pro,N/A,16
69,"Pro Evolution Soccer 2018 (PS4)Konami Digital Entertainment, Sports",Pro,N/A,25
70,"Overwatch (XOne)Activision, Shooter",Pro,N/A,93
71,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,26
72,"Overwatch (PS4)Activision, Shooter",Pro,N/A,93
73,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,327
74,"Dragon Ball: Xenoverse 2 (PS4)Namco Bandai Games, Action",Pro,N/A,71
75,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,73
1,"Monster Hunter: World (PS4)Capcom, Action","164,582","3,623,715",5
2,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","108,597","7,284,332",44
3,"Super Mario Odyssey (NS)Nintendo, Platform","102,652","8,596,974",18
4,"Metal Gear Survive (PS4)Konami Digital Entertainment, Action","83,951","83,951",1
5,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","70,816","6,705,521",52
6,"Sword Art Online: Fatal Bullet (PS4)Namco Bandai Games, Role-Playing","63,878","154,942",3
7,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting","59,317","908,161",5
8,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","58,840","17,599,242",171
9,"Call of Duty: WWII (PS4)Activision, Shooter","55,971","12,403,385",17
10,"FIFA 18 (PS4)Electronic Arts, Sports","54,382","10,662,411",22
