Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,Year
2448,DiRT 2,Racing,T,PS3,Codemasters,Codemasters,8.8,,0.99,0.99,2009.0
2451,Apollo Justice: Ace Attorney,Adventure,T,DS,Capcom,Capcom,8.0,,0.99,0.99,2008.0
2452,Rocksmith 2014,Music,T,X360,Ubisoft,Ubisoft San Francisco,8.4,,0.99,0.99,2013.0
2453,Midnight Club: LA Remix,Racing,T,PSP,Rockstar Games,Rockstar London,7.7,,0.99,0.99,2008.0
2459,Army of Two: The 40th Day,Shooter,M,X360,Electronic Arts,EA Montreal,7.1,,0.99,0.99,2010.0
2463,Tom Clancy's Splinter Cell: Blacklist,Action-Adventure,M,PS3,Ubisoft,Ubisoft Toronto,8.3,,0.98,0.98,2013.0
2466,FIFA Soccer 10,Sports,E,Wii,EA Sports,EA Canada,8.3,,0.98,0.98,2009.0
2467,Pro Evolution Soccer 2008,Sports,E,PSP,Konami,Konami,7.8,,0.98,0.98,2008.0
2469,Sniper Elite V2,Shooter,M,PS3,505 Games,Rebellion Developments,7.4,,0.98,0.98,2012.0
2470,Zoo Tycoon DS,Strategy,E,DS,THQ,Blue Fang Games,4.6,,0.98,0.98,2005.0
2488,Brutal Legend,Action,M,X360,Electronic Arts,Double Fine Productions,8.5,,0.97,0.97,2009.0
2490,Band Hero,Misc,E10,Wii,Activision,Vicarious Visions,7.4,,0.97,0.97,2009.0
2505,Guitar Hero: Warriors of Rock,Misc,T,Wii,Activision,Vicarious Visions,7.3,,0.96,0.96,2010.0
2509,Star Fox 64 3D,Shooter,E10,3DS,Nintendo,Nintendo EAD,8.0,,0.96,0.96,2011.0
2510,LEGO Pirates of the Caribbean: The Video Game,Action,E10,PS3,Disney Interactive Studios,Traveller's Tales,7.4,,0.96,0.96,2011.0
2511,Sea of Thieves,Action-Adventure,T,XOne,Microsoft Studios,Rare Ltd.,6.9,,0.96,0.96,2018.0
2514,de Blob,Platform,E,Wii,THQ,Blue Tongue,8.1,8.0,0.96,0.96,2008.0
2517,PilotWings Resort,Simulation,E,3DS,Nintendo,Monster Games,6.9,,0.96,0.96,2011.0
2519,Madden NFL 25,Sports,E,PS4,EA Sports,EA Tiburon,7.4,,0.96,0.96,2013.0
2525,Gangs of London,Adventure,M,PSP,Sony Computer Entertainment,SCEE London Studio,5.0,,0.96,0.96,2006.0
2532,Sonic & SEGA All-Stars Racing,Racing,E,PS3,Sega,Sumo Digital,8.0,,0.96,0.96,2010.0
2533,Harvest Moon 3D: A New Beginning,Simulation,E,3DS,Natsume,Marvelous,8.2,,0.95,0.95,2012.0
2536,Sonic Unleashed,Platform,E10,X360,Sega,Sonic Team,5.6,,0.95,0.95,2008.0
2537,LEGO Harry Potter: Years 5-7,Action,E10,PS3,Warner Bros. Interactive,Traveller's Tales,9.0,,0.95,0.95,2011.0
2547,Red Steel,Shooter,T,Wii,Ubisoft,Ubisoft Paris,5.9,7.8,0.95,,2006.0
2549,Lost Planet 2,Shooter,T,PS3,Capcom,Capcom,6.6,,0.95,0.95,2010.0
2550,Driver: San Francisco,Racing,T,PS3,Ubisoft,Ubisoft Reflections,8.2,,0.95,0.95,2011.0
2554,White Knight Chronicles: International Edition,Role-Playing,T,PS3,Sony Computer Entertainment,Level 5,6.3,7.9,0.95,0.95,2010.0
2557,Disney Magic Castle: My Happy Life,Simulation,E,3DS,Nintendo,High Horse Entertainment,7.9,,0.94,0.94,2014.0
2564,Skylanders: Spyro's Adventure,Action,E10,PS3,Activision,Toys for Bob,8.0,,0.94,0.94,2011.0
2566,Brutal Legend,Action,M,PS3,Electronic Arts,Double Fine Productions,7.9,,0.94,0.94,2009.0
2568,Brothers In Arms: Hell's Highway,Shooter,M,PS3,Ubisoft,Gearbox Software,6.0,,0.94,0.94,2008.0
2573,Tony Hawk: RIDE,Sports,E10,Wii,Activision,Buzz Monkey Software,4.3,,0.94,0.94,2009.0
2576,NCAA Football 10,Sports,E,X360,EA Sports,EA Tiburon,8.1,,0.94,0.94,2009.0
2580,EA Sports Active 2,Sports,E,PS3,Electronic Arts,EA Vancouver,8.0,,0.94,0.94,2010.0
2591,Kingdom Hearts Re:coded,Role-Playing,E10,DS,Square Enix,High Horse Entertainment,6.8,,0.93,0.93,2011.0
2593,Guitar Hero: Metallica,Misc,T,Wii,Activision,BudCat Creations,8.9,,0.93,0.93,2009.0
2594,Fallout 76,Role-Playing,M,XOne,Bethesda Softworks,Bethesda Game Studios,5.1,,0.93,0.93,2018.0
2602,Bayonetta,Action,M,X360,Sega,PlatinumGames,8.9,9.5,0.93,0.93,2010.0
2607,Operation Flashpoint: Dragon Rising,Shooter,M,X360,Codemasters,Codemasters,7.4,,0.93,0.93,2009.0
2609,Monster Hunter: World,Action,T,XOne,Capcom,Capcom,9.4,,0.93,0.93,2018.0
2612,NCAA Football 13,Sports,E,PS3,EA Sports,EA Tiburon,7.1,,0.93,0.93,2012.0
2613,Phoenix Wright: Ace Attorney,Adventure,T,DS,Capcom,Capcom,8.1,,0.93,0.93,2005.0
2614,NCAA Football 11,Sports,E,X360,EA Sports,EA Tiburon,8.5,,0.93,0.93,2010.0
2621,Dante's Inferno,Action,M,X360,Electronic Arts,Visceral Games,7.0,,0.92,0.92,2010.0
2623,NCAA Football 14,Sports,E,PS3,EA Sports,EA Tiburon,7.7,,0.92,0.92,2013.0
2625,SpongeBob SquarePants: The Yellow Avenger,Action,E,PSP,THQ,Tantalus Interactive,5.7,,0.92,0.92,2006.0
2630,WWE SmackDown vs. Raw 2009,Fighting,T,X360,THQ,Yuke's Media Creations,7.8,,0.92,0.92,2008.0
2631,Xenoblade Chronicles,Role-Playing,T,Wii,Nintendo,Monolith Soft,9.3,,0.92,0.92,2012.0
2632,Crysis 3,Shooter,M,X360,Electronic Arts,Crytek,7.6,,0.92,0.92,2013.0
2637,Blue Dragon,Role-Playing,T,X360,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,,0.92,0.92,2007.0
2638,BUZZ! Quiz World,Misc,T,PS3,Sony Computer Entertainment,Magenta Software,7.8,,0.92,0.92,2009.0
2640,EA Sports Grand Slam Tennis,Sports,E,Wii,EA Sports,EA Vancouver,7.9,,0.92,0.92,2009.0
2642,Dynasty Warriors 7,Action,T,PS3,Tecmo Koei,Omega Force,5.8,,0.91,0.91,2011.0
2645,Crysis 3,Shooter,M,PS3,Electronic Arts,Crytek,8.2,,0.91,0.91,2013.0
2647,Tom Clancy's EndWar,Strategy,T,X360,Ubisoft,Ubisoft Shanghai,8.0,,0.91,0.91,2008.0
2649,Sonic Riders: Zero Gravity,Racing,E,Wii,Sega,Sonic Team,5.8,,0.91,0.91,2008.0
2652,LEGO Pirates of the Caribbean: The Video Game,Action,E10,DS,Disney Interactive Studios,Traveller's Tales,6.8,,0.91,0.91,2011.0
2658,Operation Flashpoint: Dragon Rising,Shooter,M,PS3,Codemasters,Codemasters,7.3,,0.91,0.91,2009.0
2664,Homefront,Shooter,M,PS3,THQ,Kaos Studios,6.6,,0.9,0.9,2011.0
2665,Lost Odyssey,Role-Playing,T,X360,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,9.3,0.9,0.9,2008.0
2666,DJ Hero,Misc,T,PS3,Activision,FreeStyleGames,8.5,,0.9,0.9,2009.0
2667,Marvel: Ultimate Alliance 2,Role-Playing,T,X360,Activision,Vicarious Visions,7.4,,0.9,0.9,2009.0
2668,Cars 2,Racing,E10,Wii,Disney Interactive Studios,Avalanche Software,8.0,,0.9,0.9,2011.0
2672,SOCOM 4: U.S. Navy SEALs,Shooter,M,PS3,Sony Computer Entertainment,Zipper Interactive,7.0,,0.9,0.9,2011.0
2673,James Cameron's Avatar: The Game,Action,T,PS3,Ubisoft,Ubisoft Montreal,5.8,,0.9,0.9,2009.0
2675,Killzone: Liberation,Shooter,T,PSP,Sony Computer Entertainment,Guerrilla Games,7.8,,0.9,0.9,2006.0
2676,The Biggest Loser: Ultimate Workout,Sports,E,X360,THQ,Blitz Games,8.0,,0.9,0.9,2010.0
2680,Resistance: Retribution,Shooter,M,PSP,Sony Computer Entertainment,SCEA Bend Studio,8.0,7.6,0.9,0.9,2009.0
2691,Buzz! Master Quiz,Misc,E10,PSP,Sony Computer Entertainment,Relentless Software,7.0,,0.9,0.9,2008.0
2699,Pure,Racing,E,PS3,Disney Interactive Studios,Black Rock Studio,7.0,,0.89,0.89,2008.0
2700,Ni no Kuni II: Revenant Kingdom,Role-Playing,T,PS4,Namco Bandai Games,Level 5,8.7,,0.89,0.89,2018.0
2712,Dissidia 012: Duodecim Final Fantasy,Fighting,T,PSP,Square Enix,Square Enix,8.3,,0.89,0.89,2011.0
2714,Resident Evil: Revelations,Action,M,3DS,Capcom,Capcom,7.8,,0.89,0.89,2012.0
2715,Call of Duty: World at War,Shooter,T,DS,Activision,n-Space,7.4,,0.89,0.89,2008.0
2717,The Tomb Raider Trilogy,Action,T,PS3,Square Enix,Crystal Dynamics,8.5,,0.89,0.89,2011.0
2720,Fossil Fighters,Role-Playing,E,DS,Nintendo,RED Entertainment,6.9,,0.89,0.89,2009.0
2722,Samba De Amigo,Misc,E,Wii,Sega,Gearbox Software,6.7,,0.89,0.89,2008.0
2725,The Simpsons Game,Platform,T,PS3,Electronic Arts,EA Redwood Shores,7.5,,0.89,0.89,2007.0
2729,Buzz! Quiz TV,Misc,T,PS3,Sony Computer Entertainment,Relentless Software,7.9,,0.88,0.88,2008.0
2730,F1 2010,Racing,E,X360,Codemasters,Codemasters Birmingham,8.4,,0.88,0.88,2010.0
2731,Call of Juarez: Bound in Blood,Shooter,M,PS3,Ubisoft,Techland,7.7,,0.88,0.88,2009.0
2732,The Lord of the Rings: War in the North,Role-Playing,M,X360,Warner Bros. Interactive,Snowblind Studios,6.6,,0.88,0.88,2011.0
2738,Sonic Chronicles: The Dark Brotherhood,Role-Playing,E,DS,Sega,BioWare Corp.,7.3,,0.88,0.88,2008.0
2741,Rock Band 3,Misc,T,X360,MTV Games,Harmonix Music Systems,9.4,,0.88,0.88,2010.0
2742,F1 2009,Racing,E,Wii,Codemasters,Sumo Digital,6.8,,0.88,0.88,2009.0
2744,WWE SmackDown vs. Raw 2011,Fighting,T,X360,THQ,JAKKS Pacific,7.1,,0.88,0.88,2010.0
2747,Metal Gear Ac!d,Strategy,M,PSP,Konami,Konami,7.4,,0.87,0.87,2005.0
2754,Michael Jackson: The Experience,Misc,E10,X360,Ubisoft,Ubisoft Montreal,5.6,,0.87,0.87,2011.0
2757,Sleeping Dogs,Action-Adventure,M,X360,Square Enix,United Front Games,7.9,,0.87,0.87,2012.0
2763,Super Bomberman R,Puzzle,E10,NS,Konami Digital Entertainment,HexaDrive,6.3,,0.87,0.87,2017.0
2766,Paper Mario: Color Splash,Action-Adventure,E,WiiU,Nintendo,Intelligent Systems,7.4,6.4,0.87,0.87,2016.0
2771,GRID,Racing,E,X360,Codemasters,Codemasters,8.7,,0.87,0.87,2008.0
2772,DiRT,Racing,E,X360,Codemasters,Codemasters,8.4,,0.87,0.87,2007.0
2773,Red Faction: Guerrilla,Shooter,M,X360,THQ,Volition Inc.,8.4,,0.87,0.87,2009.0
2775,Mario Party: Star Rush,Party,E,3DS,Nintendo,"Nd Cube Co., Ltd.",6.2,,0.87,0.87,2016.0
2778,Brothers In Arms: Hell's Highway,Shooter,M,X360,Ubisoft,Gearbox Software,7.6,,0.87,0.87,2008.0
2781,Mercenaries 2: World in Flames,Shooter,T,PS3,Electronic Arts,Pandemic Studios,6.0,,0.87,0.87,2008.0
2782,Ghostbusters: The Video Game,Action,E10,Wii,Atari,Red Fly Studio,7.6,,0.87,0.87,2009.0
2786,Endless Ocean: Blue World,Simulation,E10,Wii,Nintendo,Arika,7.6,,0.87,0.87,2010.0
2789,Wii Fit U,Misc,E,WiiU,Nintendo,Nintendo,7.2,,0.86,0.86,2014.0
2792,Tales of the Abyss,Role-Playing,T,3DS,Namco Bandai,Namco Tales Studio,7.3,,0.86,0.86,2012.0
2793,Lemmings,Puzzle,E,PSP,Sony Computer Entertainment,Team17 Software,7.3,,0.86,0.86,2006.0
2795,Winning Eleven: Pro Evolution Soccer 2007,Sports,E,PSP,Konami,Konami Computer Entertainment Tokyo,8.2,,0.86,0.86,2007.0
2806,Guitar Hero: Warriors of Rock,Misc,T,X360,Activision,Neversoft Entertainment,7.1,,0.86,0.86,2010.0
2807,Bayonetta 2,Action,M,WiiU,Nintendo,PlatinumGames,9.3,,0.86,0.86,2014.0
2813,Tomb Raider: Anniversary,Action,T,Wii,Eidos Interactive,Crystal Dynamics,6.8,,0.85,0.85,2007.0
2818,2010 FIFA World Cup South Africa,Sports,E,X360,EA Sports,EA Canada,8.4,,0.85,0.85,2010.0
2821,Ninja Gaiden Sigma 2,Action,M,PS3,Tecmo Koei,Team Ninja,8.5,,0.85,0.85,2009.0
2825,Dragon Ball Z: Burst Limit,Fighting,T,PS3,Atari,Dimps Corporation,7.3,,0.85,0.85,2008.0
2827,Army of Two: The 40th Day,Shooter,M,PS3,Electronic Arts,EA Montreal,7.1,,0.85,0.85,2010.0
2829,The Legendary Starfy,Platform,E,DS,Nintendo,TOSE Software,7.1,,0.85,0.85,2009.0
2832,Burnout Legends,Racing,E10,PSP,Electronic Arts,Criterion Games,8.4,,0.85,0.85,2005.0
2833,NCAA Football 11,Sports,E,PS3,EA Sports,EA Tiburon,8.5,,0.85,0.85,2010.0
2839,The House of the Dead: Overkill,Shooter,M,Wii,Sega,Headstrong Games,7.9,,0.85,0.85,2009.0
2841,Darksiders II,Action-Adventure,M,PS3,THQ,Vigil Games,8.3,,0.85,0.85,2012.0
2842,Ghostbusters: The Video Game,Action,T,PS3,Atari,Terminal Reality,7.8,,0.84,0.84,2009.0
2844,Sniper Elite V2,Shooter,M,X360,505 Games,Rebellion Developments,7.0,,0.84,0.84,2012.0
2845,Xenoblade Chronicles X,Role-Playing,T,WiiU,Nintendo,Monolith Soft,8.1,,0.84,0.84,2015.0
2846,NBA 2K10,Sports,E,PS3,2K Sports,Visual Concepts,8.2,,0.84,0.84,2009.0
2849,Skate 2,Sports,T,PS3,Electronic Arts,EA Black Box,8.2,,0.84,0.84,2009.0
2853,ZombiU,Action,M,WiiU,Ubisoft,Ubisoft Montpellier,6.9,,0.84,0.84,2012.0
2860,MLB 13: The Show,Sports,E,PS3,Sony Computer Entertainment,SCE San Diego Studio,8.5,,0.84,0.84,2013.0
2862,Blazing Angels: Squadrons of WWII,Simulation,T,Wii,Ubisoft,Ubisoft Romania,4.7,,0.84,0.84,2007.0
2866,NCAA Football 12,Sports,E,PS3,EA Sports,EA Tiburon,7.7,,0.83,0.83,2011.0
2869,Madden NFL 25,Sports,E,XOne,EA Sports,EA Tiburon,7.1,,0.83,0.83,2013.0
2870,DJ Hero 2,Misc,T,X360,Activision,FreeStyle Games,8.5,,0.83,0.83,2010.0
2871,Call of Duty: Modern Warfare 3,Shooter,M,Wii,Activision,Infinity Ward,4.5,,0.83,0.83,2011.0
2873,Time Crisis 4,Shooter,T,PS3,Namco Bandai,Bandai Namco Games,6.1,,0.83,0.83,2007.0
2875,Need for Speed: Nitro,Racing,E10,Wii,Electronic Arts,EA Montreal,7.0,,0.83,0.83,2009.0
2876,Duke Nukem Forever,Shooter,M,X360,2K Games,Gearbox Software,4.3,,0.83,0.83,2011.0
2877,Madden NFL 07,Sports,E,PSP,EA Sports,EA Tiburon,8.3,,0.83,0.83,2006.0
2878,Stranglehold,Shooter,M,X360,Midway Games,Midway Games,8.0,,0.83,0.83,2007.0
2880,Tiger Woods PGA Tour 11,Sports,E,PS3,EA Sports,EA Tiburon,7.9,,0.83,0.83,2010.0
2881,Dragon Age II,Role-Playing,M,PS3,Electronic Arts,BioWare Corp.,7.7,,0.83,0.83,2011.0
2883,WWE SmackDown vs. Raw 2009,Fighting,T,Wii,THQ,Yuke's Media Creations,8.2,,0.83,0.83,2008.0
2886,Rayman Origins,Platform,E10,Wii,Ubisoft,Ubisoft,9.5,,0.83,,2011.0
2887,Sniper: Ghost Warrior,Shooter,M,PS3,City Interactive,City Interactive,4.5,,0.83,0.83,2011.0
2894,Dragon Ball: Raging Blast 2,Fighting,T,PS3,Namco Bandai,Spike,6.0,,0.83,0.83,2010.0
2895,Twisted Metal (2012),Action,M,PS3,Sony Computer Entertainment,Eat Sleep Play,7.9,,0.83,0.83,2012.0
2899,Sid Meier's Civilization Revolution,Strategy,E10,X360,2K Games,Firaxis Games,8.4,,0.83,0.83,2008.0
2905,Tony Hawk's Underground 2 Remix,Sports,T,PSP,Activision,Shaba Games,8.5,,0.82,0.82,2005.0
2916,MediEvil: Resurrection,Adventure,T,PSP,Sony Computer Entertainment,SCEE,6.5,,0.82,0.82,2005.0
2919,The Lord of the Rings: War in the North,Role-Playing,M,PS3,Warner Bros. Interactive,Snowblind Studios,6.5,,0.82,0.82,2011.0
2920,Patapon,Platform,E,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,8.7,,0.82,0.82,2008.0
2921,The Crew 2,Racing,T,PS4,Ubisoft,Ivory Tower,6.5,,0.82,0.82,2018.0
2926,Professor Layton vs Ace Attorney,Adventure,T,3DS,Nintendo,Level 5,8.1,,0.82,0.82,2014.0
2940,Shaun White Snowboarding,Sports,T,X360,Ubisoft,Ubisoft Montreal,6.2,,0.81,0.81,2008.0
2943,Madden NFL 16,Sports,E,PS3,EA Sports,EA Tiburon,8.0,,0.81,0.81,2015.0
2948,Pro Evolution Soccer 2010,Sports,E,X360,Konami,Konami,7.0,,0.81,0.81,2009.0
2955,NCAA Football 10,Sports,E,PS3,EA Sports,EA Tiburon,8.1,,0.81,0.81,2009.0
2956,Professor Layton and the Azran Legacy,Puzzle,E10,3DS,Nintendo,Level 5,8.0,,0.81,0.81,2014.0
2965,Golden Sun: Dark Dawn,Role-Playing,E10,DS,Nintendo,Camelot Software Planning,8.0,,0.81,0.81,2010.0
2975,DiRT 2,Racing,T,X360,Codemasters,Codemasters,8.8,,0.8,0.8,2009.0
2976,Star Wars The Clone Wars: Republic Heroes,Action,T,Wii,LucasArts,Krome Studios,4.8,,0.8,0.8,2009.0
2977,The Sims 2: Pets,Simulation,T,PSP,Electronic Arts,Maxis,5.8,,0.8,0.8,2006.0
2978,Tom Clancy's Ghost Recon Advanced Warfighter,Shooter,T,X360,Ubisoft,Ubisoft Paris,9.1,,0.8,,2006.0
2981,Mario & Sonic at the Sochi 2014 Olympic Winter Games,Sports,E,WiiU,Nintendo,Sega Sports R&D,5.9,,0.8,0.8,2013.0
2982,Rhythm Heaven Megamix,Music,E,3DS,Nintendo,Nintendo,8.8,,0.8,0.8,2016.0
2983,Guitar Hero: Metallica,Misc,T,X360,Activision,Neversoft Entertainment,8.5,,0.8,0.8,2009.0
2985,The Amazing Spider-Man (2012),Action-Adventure,T,PS3,Activision,Beenox,7.3,,0.8,0.8,2012.0
2989,PES 2009: Pro Evolution Soccer,Sports,E,PSP,Konami,Konami,7.3,,0.8,0.8,2008.0
2996,Invizimals,Strategy,E10,PSP,Sony Computer Entertainment,Novarama,6.6,,0.79,0.79,2010.0
3003,Dead Island: Riptide,Misc,M,X360,Deep Silver,Techland,5.6,,0.79,0.79,2013.0
3006,Darksiders II,Action-Adventure,M,X360,THQ,Vigil Games,8.6,,0.79,0.79,2012.0
3010,Band Hero,Misc,E10,X360,Activision,Neversoft Entertainment,7.6,,0.79,0.79,2009.0
3017,The Godfather II,Adventure,M,X360,Electronic Arts,EA Redwood Shores,6.2,,0.79,0.79,2009.0
3022,Star Ocean: The Last Hope,Role-Playing,T,X360,Square Enix,tri-Ace,7.3,,0.79,0.79,2009.0
3026,MadWorld,Action,M,Wii,Sega,PlatinumGames,8.1,8.1,0.78,0.78,2009.0
3027,Tiger Woods PGA Tour 10,Sports,E,PS3,EA Sports,EA Tiburon,8.4,,0.78,0.78,2009.0
3030,Too Human,Role-Playing,T,X360,Microsoft Game Studios,Silicon Knights,6.5,,0.78,0.78,2008.0
3031,Fight Night Champion,Fighting,M,X360,EA Sports,EA Canada,8.4,,0.78,0.78,2011.0
3032,DJ Hero 2,Misc,T,PS3,Activision,FreeStyle Games,8.4,,0.78,0.78,2010.0
3038,The World Ends With You,Role-Playing,T,DS,Square Enix,Square Enix,8.6,,0.78,0.78,2008.0
3039,Star Wars: The Force Unleashed II,Action,T,Wii,LucasArts,LucasArts,7.5,,0.78,0.78,2010.0
3041,Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,T,X360,Namco Bandai,CyberConnect2,7.6,,0.78,0.78,2010.0
3043,Tom Clancy's Splinter Cell: Double Agent,Action,M,X360,Ubisoft,Ubisoft Shanghai,8.5,8.3,0.78,0.78,2006.0
3044,DJ Hero,Misc,T,Wii,Activision,FreeStyleGames,8.6,,0.78,0.78,2009.0
3045,Sid Meier's Civilization Revolution,Strategy,E10,PS3,2K Games,Firaxis Games,8.4,,0.78,0.78,2008.0
3051,Rayman Origins,Platform,E10,X360,Ubisoft,Ubisoft,9.0,,0.78,0.78,2011.0
3052,Goldeneye 007: Reloaded,Shooter,T,PS3,Activision,Eurocom,7.4,,0.78,0.78,2011.0
3055,Need for Speed: ProStreet,Racing,E,PSP,Electronic Arts,EA Black Box,5.6,,0.78,0.78,2008.0
3067,Worms: Open Warfare,Strategy,E10,PSP,THQ,Team17 Software,6.9,,0.77,0.77,2006.0
3070,Lips,Misc,T,X360,Microsoft Game Studios,iNiS,7.1,,0.77,0.77,2008.0
3073,UFC Personal Trainer: The Ultimate Fitness System,Sports,E,X360,THQ,THQ,6.0,,0.77,0.77,2011.0
3075,Perfect Dark Zero,Shooter,M,X360,Microsoft Game Studios,Rare Ltd.,8.1,8.9,0.77,0.77,2005.0
3080,Ghost Squad,Shooter,T,Wii,Sega,Polygon Magic,7.0,,0.77,0.77,2007.0
3081,Star Wars Battlefront: Elite Squadron,Shooter,T,PSP,LucasArts,Savage Entertainment,6.0,,0.77,0.77,2009.0
3082,James Cameron's Avatar: The Game,Action,T,X360,Ubisoft,Ubisoft Montreal,6.0,,0.77,0.77,2009.0
3089,The Sims 3,Simulation,T,3DS,Electronic Arts,The Sims Studio,5.6,,0.77,0.77,2011.0
3090,Twisted Metal: Head On,Action,T,PSP,Sony Computer Entertainment,Incognito Inc.,7.5,,0.77,0.77,2005.0
3092,Dragon Ball: Raging Blast,Fighting,T,PS3,Namco Bandai,Spike,5.6,,0.77,0.77,2009.0
3093,Need for Speed: Undercover,Racing,T,PSP,Electronic Arts,Piranha Games,5.4,,0.77,0.77,2008.0
3102,Pokemon Dash,Racing,E,DS,Nintendo,Ambrella,5.3,,0.77,0.77,2005.0
3103,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,Racing,E,X360,Sega,Sumo Digital,7.7,,0.77,0.77,2010.0
3111,Resident Evil: Revelations,Action,M,PS3,Capcom,Capcom,7.6,,0.76,0.76,2013.0
3114,Banjo-Kazooie: Nuts & Bolts,Platform,E10,X360,Microsoft Game Studios,Rare Ltd.,8.0,,0.76,0.76,2008.0
3122,Band Hero,Misc,E10,PS3,Activision,Neversoft Entertainment,7.6,,0.76,0.76,2009.0
3123,Duke Nukem Forever,Shooter,M,PS3,2K Games,Gearbox Software,4.4,,0.76,0.76,2011.0
3128,Toy Story 3: The Video Game,Action,E10,X360,Disney Interactive Studios,Avalanche Software,7.5,,0.76,0.76,2010.0
3129,Just Dance 2018,Music,E10,NS,Ubisoft,Ubisoft Paris,8.0,,0.76,0.76,2017.0
3132,PokePark 2: Wonders Beyond,Action-Adventure,E,Wii,Nintendo,Creatures Inc.,6.5,,0.76,0.76,2012.0
3138,Harry Potter and the Half-Blood Prince,Action,E10,Wii,Electronic Arts,Bright Light Productions,6.0,3.8,0.76,0.76,2009.0
3139,Lost Planet 2,Shooter,T,X360,Capcom,Capcom,6.5,,0.76,0.76,2010.0
3143,Kane & Lynch: Dead Men,Shooter,M,X360,Eidos Interactive,IO Interactive,6.8,,0.76,0.76,2007.0
3151,LEGO City Undercover,Platform,E10,PS4,Warner Bros. Interactive Entertainment,TT Fusion,8.0,,0.75,0.75,2017.0
3152,Genji: Days of the Blade,Action,T,PS3,Sony Computer Entertainment,Game Republic,5.0,,0.75,0.75,2006.0
3155,Drawn to Life: The Next Chapter,Puzzle,E,Wii,THQ,Planet Moon Studios,5.8,,0.75,0.75,2009.0
3157,Fire Emblem Echoes: Shadows of Valentia,Role-Playing,T,3DS,Nintendo,Intelligent Systems,8.3,,0.75,0.75,2017.0
3160,Rockstar Games presents Table Tennis,Sports,E,X360,Rockstar Games,Rockstar San Diego,8.1,,0.75,0.75,2006.0
3162,WWE SmackDown vs. Raw 2009,Fighting,T,PSP,THQ,Yuke's Media Creations,7.9,,0.75,0.75,2008.0
3163,Disney Infinity 2.0: Marvel Super Heroes,Action-Adventure,E10,PS4,Disney Interactive Studios,Avalanche Software,8.0,,0.75,0.75,2014.0
3164,Kane & Lynch: Dead Men,Shooter,M,PS3,Eidos Interactive,IO Interactive,6.8,,0.75,0.75,2007.0
3169,Super Street Fighter IV,Fighting,T,X360,Capcom,Capcom / Dimps Corporation,9.2,,0.75,,2010.0
3175,Coded Arms,Shooter,T,PSP,Konami,Konami,6.1,,0.75,0.75,2005.0
3177,FIFA 19,Sports,E,NS,Electronic Arts,EA Sports,5.9,,0.75,0.75,2018.0
3180,Madden NFL 06,Sports,E,PSP,EA Sports,EA Tiburon,7.9,,0.75,0.75,2005.0
3185,Tom Clancy's Rainbow Six: Vegas,Shooter,T,PSP,Ubisoft,Ubisoft Montreal,5.8,,0.75,0.75,2007.0
3186,Final Fantasy Tactics A2: Grimoire of the Rift,Role-Playing,E10,DS,Square Enix,Square Enix,8.1,,0.75,0.75,2008.0
3187,The Lord of the Rings: Conquest,Action,T,PS3,Electronic Arts,Pandemic Studios,5.8,,0.75,0.75,2009.0
3188,Spectrobes,Role-Playing,E,DS,Disney Interactive Studios,Jupiter Corporation,6.2,,0.75,0.75,2007.0
3189,Turok,Shooter,M,X360,Touchstone,Propaganda Games,6.6,,0.75,0.75,2008.0
3193,Mortal Kombat: Unchained,Fighting,M,PSP,Midway Games,JGI Entertainment,7.0,,0.74,0.74,2006.0
3196,Ace Combat: Assault Horizon,Action,T,PS3,Namco Bandai,Project ACES,7.5,,0.74,0.74,2011.0
3197,The Godfather II,Adventure,M,PS3,Electronic Arts,EA Redwood Shores,6.4,,0.74,0.74,2009.0
3200,Sega Superstars Tennis,Sports,E,DS,Sega,Sumo Digital,6.2,,0.74,0.74,2008.0
3202,Red Faction: Guerrilla,Shooter,M,PS3,THQ,Volition Inc.,8.6,,0.74,0.74,2009.0
3205,Super Street Fighter IV: Arcade Edition,Fighting,T,PS3,Capcom,Capcom / Dimps Corporation,8.1,,0.74,,2011.0
3206,X-Men Origins: Wolverine - Uncaged Edition,Action,M,PS3,Activision,Raven Software,7.0,8.7,0.74,0.74,2009.0
3210,Need for Speed (2015),Racing,T,XOne,Electronic Arts,Ghost Games,6.7,,0.74,0.74,2015.0
3214,Tales of Vesperia,Role-Playing,T,X360,Namco Bandai,Namco Tales Studio,8.1,9.2,0.74,0.74,2008.0
3215,Resonance of Fate,Role-Playing,T,PS3,Sega,tri-Ace,7.5,8.2,0.74,0.74,2010.0
3216,Sonic Forces,Platform,E10,NS,Sega,Sonic Team,5.4,,0.74,0.74,2017.0
3218,The Amazing Spider-Man (2012),Action-Adventure,T,X360,Activision,Beenox,6.8,,0.74,0.74,2012.0
3220,Marvel: Ultimate Alliance 2,Role-Playing,T,PS3,Activision,Vicarious Visions,7.8,,0.74,0.74,2009.0
3225,Brink,Shooter,T,PS3,Bethesda Softworks,Splash Damage,7.1,,0.73,0.73,2011.0
