rank of the week,name,weekly sales,total sales,week after release
41,"Mario & Sonic at the Rio 2016 Olympic Games (3DS)Nintendo, Sports",Pro,N/A,28
42,"MLB 16: The Show (PS4)Sony Computer Entertainment, Action",Pro,N/A,22
43,"Hatsune Miku: Project Diva X (PS4)Sega, Misc",Pro,N/A,1
44,"Mario & Sonic at the Rio 2016 Olympic Games (WiiU)Nintendo, Action",Pro,N/A,10
45,"Lego Star Wars: The Force Awakens (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,9
46,"Call of Duty: Black Ops 3 (XOne)Activision, Shooter",Pro,N/A,43
47,"Batman: Arkham Knight (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,62
48,"MineCraft (XOne)Microsoft Game Studios, Misc",Pro,N/A,93
49,"Rocket League (PS4)505 Games, Sports",Pro,N/A,10
50,"Sengoku Basara: Sanada Yukimura-Den (PS3)Capcom, Action",Pro,N/A,1
51,"Doom (2016) (XOne)Bethesda Softworks, Shooter",Pro,N/A,16
52,"NBA 2K16 (PS4)Take-Two Interactive, Sports",Pro,N/A,48
53,"Deus Ex: Mankind Divided (PC)Square Enix, Role-Playing",Pro,N/A,1
54,"Pokemon Super Mystery Dungeon (3DS)Nintendo, Role-Playing",Pro,N/A,50
55,"FIFA 16 (XOne)Electronic Arts, Sports",Pro,N/A,49
56,"Bloodborne (PS4)Sony Computer Entertainment, Role-Playing",Pro,N/A,75
57,"Dragon Ball: Fusions (3DS)Namco Bandai Games, Role-Playing",Pro,N/A,4
58,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,39
59,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,47
60,"The Last of Us (PS4)Sony Computer Entertainment, Misc",Pro,N/A,109
61,"Mirror's Edge 2 (PS4)Electronic Arts, Platform",Pro,N/A,12
62,"Assassin's Creed Syndicate (PS4)Ubisoft, Action",Pro,N/A,45
63,"Homefront: The Revolution (PS4)Deep Silver, Shooter",Pro,N/A,15
64,"MineCraft (X360)Microsoft Game Studios, Adventure",Pro,N/A,169
65,"Fallout 4 (XOne)Bethesda Softworks, Role-Playing",Pro,N/A,42
66,"The Legend of Zelda: The Wind Waker (WiiU)Nintendo, Misc",Pro,N/A,153
67,"Tom Clancy's The Division (PS4)Ubisoft, Misc",Pro,N/A,25
68,"Star Wars Battlefront (2015) (PS4)Electronic Arts, Shooter",Pro,N/A,41
69,"NBA 2K16 (XOne)Take-Two Interactive, Sports",Pro,N/A,48
70,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,248
71,"Tomodachi Life (3DS)Nintendo, Simulation",Pro,N/A,177
72,"MineCraft (PSV)Sony Computer Entertainment Europe, Misc",Pro,N/A,94
73,"Forza Motorsport 6 (XOne)Microsoft Game Studios, Racing",Pro,N/A,50
74,"Far Cry: Primal (XOne)Ubisoft, Action",Pro,N/A,27
75,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,199
1,"No Man's Sky (PS4)Hello Games, Action","206,424","1,419,125",2
2,"Tales of Berseria (PS4)Namco Bandai Games, Role-Playing","168,034","168,034",1
3,"F1 2016 (Codemasters) (PS4)Codemasters, Racing","100,895","100,895",1
4,"Tales of Berseria (PS3)Namco Bandai Games, Role-Playing","75,761","75,761",1
5,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Misc","69,568","11,146,519",92
6,"Yokai Watch 3 (3DS)Level 5, Role-Playing","64,748","1,106,051",6
7,"Uncharted (PS4) (PS4)Sony Computer Entertainment, Action","56,097","3,968,696",15
8,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter","51,124","13,586,597",42
9,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","36,874","11,430,793",92
10,"F1 2016 (Codemasters) (XOne)Codemasters, Racing","36,615","36,615",1
11,"Pokemon X/Y (3DS)Nintendo, Role-Playing","36,607","14,694,550",150
12,"Overwatch (PS4)Activision, Shooter","28,945","1,456,153",13
13,"Monster Hunter X (3DS)Capcom, Action","25,068","3,195,726",39
14,"Kirby: Planet Robobot (3DS)Nintendo, Action","22,863","794,289",17
15,"Minecraft (WiiU)Microsoft Game Studios, Adventure","22,593","325,045",9
16,"Doom (2016) (PS4)Bethesda Softworks, Shooter","21,181","1,281,955",15
17,"Gears of War: Ultimate Edition (XOne)Microsoft Game Studios, Shooter","20,013","2,858,397",52
18,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","19,842","4,914,866",92
19,"FIFA 16 (PS4)Electronic Arts, Sports","18,447","7,944,969",48
20,"Mario & Sonic at the Rio 2016 Olympic Games (WiiU)Nintendo, Action","17,828","216,260",9
21,"Mario & Sonic at the Rio 2016 Olympic Games (3DS)Nintendo, Sports","17,190","404,136",27
22,"Puzzle & Dragons X: God Chapter / Dragon Chapter (3DS)GungHo, Puzzle","16,954","149,090",4
23,"Dragon Ball: Fusions (3DS)Namco Bandai Games, Role-Playing","16,913","127,527",3
24,"Ratchet & Clank (2016) (PS4)Sony Computer Entertainment, Platform","16,639","1,070,195",19
25,"MineCraft (PS4)Sony Computer Entertainment Europe, Misc","16,372","3,587,811",99
26,"Tom Clancy's The Division (XOne)Ubisoft, Misc","15,378","1,902,786",24
27,"Far Cry: Primal (PS4)Ubisoft, Action","15,178","2,019,981",26
28,"Lego Star Wars: The Force Awakens (PS4)Warner Bros. Interactive Entertainment, Action","15,087","431,598",8
29,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing","14,985","6,452,420",41
30,"Halo 5: Guardians (XOne)Microsoft Game Studios, Shooter","14,928","4,006,444",43
31,"Overwatch (XOne)Activision, Shooter",Pro,N/A,13
32,"NBA 2K16 (PS4)Take-Two Interactive, Sports",Pro,N/A,47
33,"Youkai Watch (3DS)Nintendo, Role-Playing",Pro,N/A,163
34,"Pokemon Super Mystery Dungeon (3DS)Nintendo, Role-Playing",Pro,N/A,49
35,"MLB 16: The Show (PS4)Sony Computer Entertainment, Action",Pro,N/A,21
36,"Call of Duty: Black Ops 3 (XOne)Activision, Shooter",Pro,N/A,42
37,"MineCraft (XOne)Microsoft Game Studios, Misc",Pro,N/A,92
38,"Doom (2016) (XOne)Bethesda Softworks, Shooter",Pro,N/A,15
39,"FIFA 16 (XOne)Electronic Arts, Sports",Pro,N/A,48
40,"Metroid Prime: Federation Force (3DS)Nintendo, Action",Pro,N/A,1
41,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,38
42,"Bloodborne (PS4)Sony Computer Entertainment, Role-Playing",Pro,N/A,74
43,"Rocket League (PS4)505 Games, Sports",Pro,N/A,9
44,"Batman: Arkham Knight (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,61
45,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,46
46,"The Last of Us (PS4)Sony Computer Entertainment, Misc",Pro,N/A,108
47,"NBA 2K16 (XOne)Take-Two Interactive, Sports",Pro,N/A,47
48,"Fallout 4 (XOne)Bethesda Softworks, Role-Playing",Pro,N/A,41
49,"Nintendo Presents: New Style Boutique 2 - Fashion Forward (3DS)Nintendo, Simulation",Pro,N/A,71
50,"The Legend of Zelda: The Wind Waker (WiiU)Nintendo, Misc",Pro,N/A,152
51,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,38
52,"MineCraft (X360)Microsoft Game Studios, Adventure",Pro,N/A,168
53,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,247
54,"Tom Clancy's The Division (PS4)Ubisoft, Misc",Pro,N/A,24
55,"Homefront: The Revolution (PS4)Deep Silver, Shooter",Pro,N/A,14
56,"Star Wars Battlefront (2015) (PS4)Electronic Arts, Shooter",Pro,N/A,40
57,"Fire Emblem Fates (3DS)Nintendo, Role-Playing",Pro,N/A,61
58,"Tomodachi Life (3DS)Nintendo, Simulation",Pro,N/A,176
59,"MineCraft (PSV)Sony Computer Entertainment Europe, Misc",Pro,N/A,93
60,"Collar x Malice (PSV)Aksys Games, Action",Pro,N/A,1
61,"Mirror's Edge 2 (PS4)Electronic Arts, Platform",Pro,N/A,11
62,"Forza Motorsport 6 (XOne)Microsoft Game Studios, Racing",Pro,N/A,49
63,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,22
64,"Assassin's Creed Syndicate (PS4)Ubisoft, Action",Pro,N/A,44
65,"FIFA 16 (PS3)Electronic Arts, Sports",Pro,N/A,48
66,"Splatoon (WiiU)Nintendo, Shooter",Pro,N/A,65
67,"The Heavy Rain and Beyond: Two Souls Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,25
68,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,198
69,"Lego Star Wars: The Force Awakens (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,8
70,"Far Cry: Primal (XOne)Ubisoft, Action",Pro,N/A,26
71,"Naruto Shippuden: Ultimate Ninja Storm 4 (PS4)Namco Bandai Games, Fighting",Pro,N/A,29
72,"Pokken Tournament (WiiU)Namco Bandai Games, Fighting",Pro,N/A,23
73,"New Super Mario Bros. 2 (3DS)Nintendo, Platform",Pro,N/A,213
74,"MineCraft (PS3)Sony Computer Entertainment, Misc",Pro,N/A,119
75,"One Piece: Burning Blood (PS4)Namco Bandai Games, Fighting",Pro,N/A,18
1,"No Man's Sky (PS4)Hello Games, Action","1,212,701","1,212,701",1
2,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Misc","90,367","11,076,951",91
3,"Yokai Watch 3 (3DS)Level 5, Role-Playing","89,918","1,041,303",5
4,"Uncharted (PS4) (PS4)Sony Computer Entertainment, Action","66,439","3,912,599",14
5,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter","52,243","13,535,473",41
6,"Pokemon X/Y (3DS)Nintendo, Role-Playing","51,597","14,657,943",149
7,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","43,713","11,393,919",91
8,"Ratchet & Clank (2016) (PS4)Sony Computer Entertainment, Platform","36,854","1,053,556",18
9,"Monster Hunter X (3DS)Capcom, Action","32,823","3,170,658",38
10,"Overwatch (PS4)Activision, Shooter","32,580","1,427,208",12
11,"Dragon Ball: Fusions (3DS)Namco Bandai Games, Role-Playing","31,455","110,614",2
12,"Kirby: Planet Robobot (3DS)Nintendo, Action","26,343","771,426",16
13,"Minecraft (WiiU)Microsoft Game Studios, Adventure","24,292","302,452",8
14,"Gears of War: Ultimate Edition (XOne)Microsoft Game Studios, Shooter","23,066","2,838,384",51
15,"Doom (2016) (PS4)Bethesda Softworks, Shooter","22,898","1,260,774",14
16,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","22,212","4,895,024",91
17,"FIFA 16 (PS4)Electronic Arts, Sports","21,087","7,926,522",47
18,"Mario & Sonic at the Rio 2016 Olympic Games (WiiU)Nintendo, Action","20,578","198,432",8
19,"Puzzle & Dragons X: God Chapter / Dragon Chapter (3DS)GungHo, Puzzle","20,346","132,136",3
20,"Mario & Sonic at the Rio 2016 Olympic Games (3DS)Nintendo, Sports","19,842","386,946",26
21,"MineCraft (PS4)Sony Computer Entertainment Europe, Misc","18,618","3,571,439",98
22,"Tom Clancy's The Division (XOne)Ubisoft, Misc","18,358","1,887,408",23
23,"Lego Star Wars: The Force Awakens (PS4)Warner Bros. Interactive Entertainment, Action","17,452","416,511",7
24,"Pokemon Super Mystery Dungeon (3DS)Nintendo, Role-Playing","16,641","1,109,960",48
25,"Overwatch (XOne)Activision, Shooter","15,897","714,179",12
26,"Etrian Odyssey V (3DS)Atlus, Role-Playing","15,470","105,826",2
27,"Halo 5: Guardians (XOne)Microsoft Game Studios, Shooter","15,147","3,991,516",42
28,"Youkai Watch (3DS)Nintendo, Role-Playing","14,535","1,874,323",162
29,"Call of Duty: Black Ops 3 (XOne)Activision, Shooter","13,889","6,824,696",41
30,"MineCraft (XOne)Microsoft Game Studios, Misc","13,737","2,237,699",91
31,"MLB 16: The Show (PS4)Sony Computer Entertainment, Action",Pro,N/A,20
32,"Bloodborne (PS4)Sony Computer Entertainment, Role-Playing",Pro,N/A,73
33,"NBA 2K16 (PS4)Take-Two Interactive, Sports",Pro,N/A,46
34,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,40
35,"Batman: Arkham Knight (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,60
36,"Doom (2016) (XOne)Bethesda Softworks, Shooter",Pro,N/A,14
37,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,45
38,"Tom Clancy's The Division (PS4)Ubisoft, Misc",Pro,N/A,23
39,"Far Cry: Primal (PS4)Ubisoft, Action",Pro,N/A,25
40,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,37
41,"FIFA 16 (XOne)Electronic Arts, Sports",Pro,N/A,47
42,"The Last of Us (PS4)Sony Computer Entertainment, Misc",Pro,N/A,107
43,"Rocket League (PS4)505 Games, Sports",Pro,N/A,8
44,"Star Wars Battlefront (2015) (PS4)Electronic Arts, Shooter",Pro,N/A,39
45,"MineCraft (X360)Microsoft Game Studios, Adventure",Pro,N/A,167
46,"Toukiden 2 (PSV)Tecmo Koei, Action",Pro,N/A,3
47,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,37
48,"NBA 2K16 (XOne)Take-Two Interactive, Sports",Pro,N/A,46
49,"Fire Emblem Fates (3DS)Nintendo, Role-Playing",Pro,N/A,60
50,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,246
51,"The Heavy Rain and Beyond: Two Souls Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,24
52,"FIFA 16 (PS3)Electronic Arts, Sports",Pro,N/A,47
53,"MineCraft (PSV)Sony Computer Entertainment Europe, Misc",Pro,N/A,92
54,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,21
55,"Fallout 4 (XOne)Bethesda Softworks, Role-Playing",Pro,N/A,40
56,"The Legend of Zelda: The Wind Waker (WiiU)Nintendo, Misc",Pro,N/A,151
57,"Forza Motorsport 6 (XOne)Microsoft Game Studios, Racing",Pro,N/A,48
58,"Tomodachi Life (3DS)Nintendo, Simulation",Pro,N/A,175
59,"Lego Star Wars: The Force Awakens (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,7
60,"One Piece: Burning Blood (PS4)Namco Bandai Games, Fighting",Pro,N/A,17
61,"Toukiden 2 (PS4)Tecmo Koei, Action",Pro,N/A,3
62,"Splatoon (WiiU)Nintendo, Shooter",Pro,N/A,64
63,"Mirror's Edge 2 (PS4)Electronic Arts, Platform",Pro,N/A,10
64,"Assassin's Creed Syndicate (PS4)Ubisoft, Action",Pro,N/A,43
65,"Homefront: The Revolution (PS4)Deep Silver, Shooter",Pro,N/A,13
66,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,197
67,"Naruto Shippuden: Ultimate Ninja Storm 4 (PS4)Namco Bandai Games, Fighting",Pro,N/A,28
68,"MineCraft (PS3)Sony Computer Entertainment, Misc",Pro,N/A,118
69,"EA Sports UFC 2 (PS4)Electronic Arts, Sports",Pro,N/A,22
70,"Pokken Tournament (WiiU)Namco Bandai Games, Fighting",Pro,N/A,22
71,"Far Cry: Primal (XOne)Ubisoft, Action",Pro,N/A,25
72,"Destiny: The Taken King (XOne)Activision, Shooter",Pro,N/A,48
73,"Street Fighter V (PS4)Capcom, Fighting",Pro,N/A,26
74,"Rocket League (XOne)505 Games, Sports",Pro,N/A,8
75,"Star Wars Battlefront (2015) (XOne)Electronic Arts, Shooter",Pro,N/A,39
1,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Misc","103,083","10,986,584",90
2,"Etrian Odyssey V (3DS)Atlus, Role-Playing","90,356","90,356",1
3,"Uncharted (PS4) (PS4)Sony Computer Entertainment, Action","79,964","3,846,160",13
4,"Dragon Ball: Fusions (3DS)Namco Bandai Games, Role-Playing","79,159","79,159",1
5,"Pokemon X/Y (3DS)Nintendo, Role-Playing","69,432","14,606,346",148
6,"Yokai Watch 3 (3DS)Level 5, Role-Playing","64,676","951,385",4
7,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter","50,489","13,483,230",40
8,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","49,504","11,350,206",90
9,"Monster Hunter X (3DS)Capcom, Action","40,561","3,137,835",37
10,"Overwatch (PS4)Activision, Shooter","38,670","1,394,628",11
11,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","26,421","4,872,812",90
12,"Doom (2016) (PS4)Bethesda Softworks, Shooter","25,572","1,237,876",13
13,"Gears of War: Ultimate Edition (XOne)Microsoft Game Studios, Shooter","25,192","2,815,318",50
14,"FIFA 16 (PS4)Electronic Arts, Sports","24,485","7,905,435",46
15,"Minecraft (WiiU)Microsoft Game Studios, Adventure","24,274","278,160",7
16,"Kirby: Planet Robobot (3DS)Nintendo, Action","23,666","745,083",15
17,"Puzzle & Dragons X: God Chapter / Dragon Chapter (3DS)GungHo, Puzzle","21,319","111,790",2
18,"Overwatch (XOne)Activision, Shooter","20,992","698,282",11
19,"MineCraft (PS4)Sony Computer Entertainment Europe, Misc","20,626","3,552,821",97
20,"Tom Clancy's The Division (XOne)Ubisoft, Misc","20,259","1,869,050",22
21,"Lego Star Wars: The Force Awakens (PS4)Warner Bros. Interactive Entertainment, Action","20,015","399,059",6
22,"Mario & Sonic at the Rio 2016 Olympic Games (WiiU)Nintendo, Action","19,014","177,854",7
23,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action","18,904","4,343,546",44
24,"Pokemon Super Mystery Dungeon (3DS)Nintendo, Role-Playing","18,067","1,093,319",47
25,"Halo 5: Guardians (XOne)Microsoft Game Studios, Shooter","17,172","3,976,369",41
26,"Mario & Sonic at the Rio 2016 Olympic Games (3DS)Nintendo, Sports","16,941","367,104",25
27,"Toukiden 2 (PSV)Tecmo Koei, Action","16,826","79,783",2
28,"Ratchet & Clank (2016) (PS4)Sony Computer Entertainment, Platform","16,628","1,016,702",17
29,"Youkai Watch (3DS)Nintendo, Role-Playing","16,174","1,859,788",161
30,"Call of Duty: Black Ops 3 (XOne)Activision, Shooter","15,499","6,810,807",40
31,"Doom (2016) (XOne)Bethesda Softworks, Shooter",Pro,N/A,13
32,"12-Sai. Koisuru Diary (3DS)Happinet, Adventure",Pro,N/A,1
33,"MineCraft (XOne)Microsoft Game Studios, Misc",Pro,N/A,90
34,"NBA 2K16 (PS4)Take-Two Interactive, Sports",Pro,N/A,45
35,"Toukiden 2 (PS4)Tecmo Koei, Action",Pro,N/A,2
36,"FIFA 16 (XOne)Electronic Arts, Sports",Pro,N/A,46
37,"MLB 16: The Show (PS4)Sony Computer Entertainment, Action",Pro,N/A,19
38,"Tom Clancy's The Division (PS4)Ubisoft, Misc",Pro,N/A,22
39,"Batman: Arkham Knight (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,59
40,"Far Cry: Primal (PS4)Ubisoft, Action",Pro,N/A,24
41,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,39
42,"Genkai Tokki: Seven Pirates (PSV)Compile Heart, Role-Playing",Pro,N/A,1
43,"Bloodborne (PS4)Sony Computer Entertainment, Role-Playing",Pro,N/A,72
44,"Star Wars Battlefront (2015) (PS4)Electronic Arts, Shooter",Pro,N/A,38
45,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,36
46,"The Last of Us (PS4)Sony Computer Entertainment, Misc",Pro,N/A,106
47,"MineCraft (X360)Microsoft Game Studios, Adventure",Pro,N/A,166
48,"FIFA 16 (PS3)Electronic Arts, Sports",Pro,N/A,46
49,"Fire Emblem Fates (3DS)Nintendo, Role-Playing",Pro,N/A,59
50,"Rocket League (PS4)505 Games, Sports",Pro,N/A,7
51,"NBA 2K16 (XOne)Take-Two Interactive, Sports",Pro,N/A,45
52,"Lego Star Wars: The Force Awakens (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,6
53,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,20
54,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,245
55,"Forza Motorsport 6 (XOne)Microsoft Game Studios, Racing",Pro,N/A,47
56,"Assassin's Creed Syndicate (PS4)Ubisoft, Action",Pro,N/A,42
57,"Homefront: The Revolution (PS4)Deep Silver, Shooter",Pro,N/A,12
58,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,36
59,"One Piece: Burning Blood (PS4)Namco Bandai Games, Fighting",Pro,N/A,16
60,"The Heavy Rain and Beyond: Two Souls Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,23
61,"Naruto Shippuden: Ultimate Ninja Storm 4 (PS4)Namco Bandai Games, Fighting",Pro,N/A,27
62,"MineCraft (PS3)Sony Computer Entertainment, Misc",Pro,N/A,117
63,"Mirror's Edge 2 (PS4)Electronic Arts, Platform",Pro,N/A,9
64,"MineCraft (PSV)Sony Computer Entertainment Europe, Misc",Pro,N/A,91
65,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,196
66,"Pokken Tournament (WiiU)Namco Bandai Games, Fighting",Pro,N/A,21
67,"Splatoon (WiiU)Nintendo, Shooter",Pro,N/A,63
68,"Tomodachi Life (3DS)Nintendo, Simulation",Pro,N/A,174
69,"The Sims 4 (PC)Electronic Arts, Simulation",Pro,N/A,101
70,"Destiny: The Taken King (PS4)Activision, Shooter",Pro,N/A,47
71,"Destiny: The Taken King (XOne)Activision, Shooter",Pro,N/A,47
72,"The Legend of Zelda: The Wind Waker (WiiU)Nintendo, Misc",Pro,N/A,150
73,"7 Days to Die (PS4)Telltale Games, Action",Pro,N/A,6
74,"The Idolmaster: Platinum Stars (PS4)Namco Bandai Games, Simulation",Pro,N/A,2
75,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,64
1,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Misc","130,807","10,883,501",89
2,"Yokai Watch 3 (3DS)Level 5, Role-Playing","96,970","886,709",3
3,"Puzzle & Dragons X: God Chapter / Dragon Chapter (3DS)GungHo, Puzzle","90,471","90,471",1
4,"Pokemon X/Y (3DS)Nintendo, Role-Playing","77,070","14,536,914",147
5,"The Idolmaster: Platinum Stars (PS4)Namco Bandai Games, Simulation","75,048","75,048",1
6,"Uncharted (PS4) (PS4)Sony Computer Entertainment, Action","73,377","3,766,196",12
7,"Toukiden 2 (PSV)Tecmo Koei, Action","62,957","62,957",1
8,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter","56,969","13,432,741",39
9,"Monster Hunter X (3DS)Capcom, Action","56,023","3,097,274",36
10,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","49,942","11,300,702",89
11,"Toukiden 2 (PS4)Tecmo Koei, Action","49,283","49,283",1
12,"Overwatch (PS4)Activision, Shooter","34,496","1,355,958",10
13,"Gears of War: Ultimate Edition (XOne)Microsoft Game Studios, Shooter","32,836","2,790,126",49
14,"Minecraft (WiiU)Microsoft Game Studios, Adventure","30,849","253,886",6
15,"FIFA 16 (PS4)Electronic Arts, Sports","30,347","7,880,950",45
16,"Doom (2016) (PS4)Bethesda Softworks, Shooter","30,319","1,212,304",12
17,"Lego Star Wars: The Force Awakens (PS4)Warner Bros. Interactive Entertainment, Action","27,759","379,044",5
18,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","27,442","4,846,391",89
19,"Kirby: Planet Robobot (3DS)Nintendo, Action","23,958","721,417",14
20,"MineCraft (PS4)Sony Computer Entertainment Europe, Misc","23,586","3,532,195",96
21,"Mario & Sonic at the Rio 2016 Olympic Games (WiiU)Nintendo, Action","21,067","158,840",6
22,"Tom Clancy's The Division (XOne)Ubisoft, Misc","20,189","1,848,791",21
23,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action","19,890","4,324,642",43
24,"Pokemon Super Mystery Dungeon (3DS)Nintendo, Role-Playing","18,815","1,075,252",46
25,"Overwatch (XOne)Activision, Shooter","18,475","677,290",10
26,"FIFA 16 (XOne)Electronic Arts, Sports","17,984","3,094,059",45
27,"Call of Duty: Black Ops 3 (XOne)Activision, Shooter","17,407","6,795,308",39
28,"MineCraft (XOne)Microsoft Game Studios, Misc","17,001","2,209,531",89
29,"Youkai Watch (3DS)Nintendo, Role-Playing","16,772","1,843,614",160
30,"Ratchet & Clank (2016) (PS4)Sony Computer Entertainment, Platform","16,721","1,000,074",16
31,"Doom (2016) (XOne)Bethesda Softworks, Shooter",Pro,N/A,12
32,"NBA 2K16 (PS4)Take-Two Interactive, Sports",Pro,N/A,44
33,"MineCraft (X360)Microsoft Game Studios, Adventure",Pro,N/A,165
34,"Mario & Sonic at the Rio 2016 Olympic Games (3DS)Nintendo, Sports",Pro,N/A,24
35,"MLB 16: The Show (PS4)Sony Computer Entertainment, Action",Pro,N/A,18
36,"Tom Clancy's The Division (PS4)Ubisoft, Misc",Pro,N/A,21
37,"Star Wars Battlefront (2015) (PS4)Electronic Arts, Shooter",Pro,N/A,37
38,"Fairy Fencer F: Advent Dark Force (PS4)Idea Factory International, Role-Playing",Pro,N/A,39
39,"Ys VIII: Lacrimosa of Dana (PSV)Nippon Ichi Software, Role-Playing",Pro,N/A,2
40,"Lego Star Wars: The Force Awakens (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,5
41,"Fire Emblem Fates (3DS)Nintendo, Role-Playing",Pro,N/A,58
42,"Halo 5: Guardians (XOne)Microsoft Game Studios, Shooter",Pro,N/A,40
43,"NBA 2K16 (XOne)Take-Two Interactive, Sports",Pro,N/A,44
44,"FIFA 16 (PS3)Electronic Arts, Sports",Pro,N/A,45
45,"MineCraft (PS3)Sony Computer Entertainment, Misc",Pro,N/A,116
46,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,19
47,"Homefront: The Revolution (PS4)Deep Silver, Shooter",Pro,N/A,11
48,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,244
49,"Naruto Shippuden: Ultimate Ninja Storm 4 (PS4)Namco Bandai Games, Fighting",Pro,N/A,26
50,"Destiny: The Taken King (PS4)Activision, Shooter",Pro,N/A,46
51,"Assassin's Creed Syndicate (PS4)Ubisoft, Action",Pro,N/A,41
52,"Rocket League (PS4)505 Games, Sports",Pro,N/A,6
53,"Mirror's Edge 2 (PS4)Electronic Arts, Platform",Pro,N/A,8
54,"Forza Motorsport 6 (XOne)Microsoft Game Studios, Racing",Pro,N/A,46
55,"MineCraft (PSV)Sony Computer Entertainment Europe, Misc",Pro,N/A,90
56,"7 Days to Die (PS4)Telltale Games, Action",Pro,N/A,5
57,"Bloodborne (PS4)Sony Computer Entertainment, Role-Playing",Pro,N/A,71
58,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,38
59,"Pokken Tournament (WiiU)Namco Bandai Games, Fighting",Pro,N/A,20
60,"Grand Theft Auto V (PS3)Take-Two Interactive, Action",Pro,N/A,150
61,"UEFA Euro 2016 (PS4)Konami Digital Entertainment, Sports",Pro,N/A,15
62,"One Piece: Burning Blood (PS4)Namco Bandai Games, Fighting",Pro,N/A,15
63,"The Last of Us (PS4)Sony Computer Entertainment, Misc",Pro,N/A,105
64,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,63
65,"Metal Gear Solid V: The Phantom Pain (PS4)Konami Digital Entertainment, Misc",Pro,N/A,48
66,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,195
